id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
SYS_054,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_054,Biodiversity corridor,ecological corridor; wildlife corridor,System,2,SYS_039,"Natural ecosystem comprising a connecting strip of habitat that links separated areas to allow species movement, supporting climate-driven range shifts and ecosystem resilience.",CBD (ecological corridors); AGROVOC: corridors,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_080,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_080,River basin,drainage basin,System,2,SYS_039,"Natural ecosystem comprising the area of land drained by a river and its tributaries, whose land and water condition governs flow regimes.",Integrated Water Resources Management (IWRM),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_049,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_049,Watershed,catchment,System,3,SYS_080,Sub-area of a river basin draining to a common outlet; a distinct hydrological unit within the larger basin.,AGROVOC: watersheds (Integrated Water Resources Management),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
SYS_081,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_081,Delta,,System,2,SYS_039,"Natural ecosystem formed where a river deposits sediment as it enters a sea or lake, providing fertile land and habitat while highly exposed to sea-level rise, subsidence, flooding, and salinity intrusion.",IPCC SROCC Ch.4 (deltas),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_082,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_082,Highland,,System,2,SYS_039,"Natural ecosystem comprising elevated plateau or upland of high altitude but lower relief than mountains, supporting distinct upland cropping and grazing systems.",IPCC SROCC Ch.2 (high mountain areas),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_087,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_087,Savanna,,System,2,SYS_039,"Natural ecosystem of tropical and subtropical zones characterised by a grass-dominated layer with scattered trees, providing grazing and biodiversity.",AGROVOC: savannahs,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_106,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_106,Floodplain,floodplain ecosystem,System,2,SYS_039,"Natural ecosystem comprising low-lying land adjacent to rivers or lakes that is periodically inundated, supporting flood-recession agriculture, grazing and fisheries.",AGROVOC: floodplains,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
SYS_055,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_055,Food system,market system; agrifood system; Blue food system,System,1,,"System comprising the actors, activities, and interactions involved in the production, aggregation, processing, distribution, consumption, and disposal of food, together with the broader environments and outcomes they generate, whose components are exposed.",FAO/HLPE Report 12 (2017),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
SYS_062,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_062,Urban and peri-urban food system,urban food system,System,2,SYS_055,"Food system situated in and around cities that supplies food to urban populations through urban and peri-urban production, markets, and distribution.",FAO Milan Urban Food Policy Pact,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_065,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_065,Indigenous food system,traditional food system,System,2,SYS_055,"Food system based on the food cultures, knowledge, and practices of Indigenous Peoples, drawing on local biodiversity and traditional management, and exposed.",FAO Indigenous Peoples' food systems,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_089,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_089,Local food system,local food network,System,2,SYS_055,"Food system in which food is produced, processed, and distributed within a defined local area through short supply chains linking nearby producers and consumers.",FAO/HLPE Report 12 (2017),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_067,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_067,Livelihood system,diversified rural livelihood,System,1,,"System comprising the capabilities, assets, activities, and social relations through which households and communities make a living and pursue wellbeing, and which is exposed.",FAO/IFAD sustainable livelihoods framework,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_068,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_068,Smallholder farming livelihood,smallholder livelihood,System,2,SYS_067,"Livelihood system through which smallholder households make a living using their own capabilities, assets, and farming activities on small landholdings, and which is exposed.",AGROVOC: smallholders,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_069,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_069,Pastoral livelihood,pastoralist livelihood,System,2,SYS_067,"Livelihood system through which pastoral households make a living by keeping livestock on rangelands, drawing on their herding knowledge, mobility, and assets, and which is exposed and sensitive to drought and rangeland degradation.",AGROVOC: pastoralism,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_070,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_070,Fishing livelihood,Fisherfolk livelihood,System,2,SYS_067,"Livelihood system through which fishing and fish-farming households make a living from aquatic resources, drawing on their skills and assets, and which is exposed.",FAO SOFIA (fisheries livelihoods),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_071,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_071,Forest-dependent livelihood,forest-based livelihood,System,2,SYS_067,"Livelihood system through which households make a living from forest goods and services, drawing on their knowledge and access to forest resources, and which is exposed.",FAO Forest Resources Assessment (FRA),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_072,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_072,Agricultural labour,farm labour; agricultural worker,System,2,SYS_067,"Livelihood system based on selling agricultural labour for wages, in which workers depend on farm employment that is exposed.",ILO (agricultural workers / decent work),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
