change,ID,term,facet,level (v5),parent (v5),field changed,value in v4,value in v5,why
LEVEL CHANGED,INT_010,Ex-situ conservation,Intervention,L2,INT_009 Genetic resource conservation,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_011,In-situ conservation,Intervention,L2,INT_009 Genetic resource conservation,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_012,Cryopreservation,Intervention,L2,INT_009 Genetic resource conservation,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_013,Safety duplication,Intervention,L2,INT_009 Genetic resource conservation,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_014,Germplasm collecting,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_015,Germplasm characterization,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_016,Germplasm distribution,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_017,Trait discovery,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_018,Seed multiplication,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_019,Seed system strengthening,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_020,Variety release,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_021,Genetic resource policy,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_094,Climate model,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_095,Earth observation,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_099,Digital climate advisory,Intervention,L3,INT_098 Climate advisory,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_101,Risk assessment,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_102,Climate risk assessment,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_103,Vulnerability assessment,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_104,Multi-hazard analysis,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_106,Loss and damage assessment,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_107,Climate-conflict risk analysis,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_120,Climate insurance,Intervention,L3,INT_306 Insurance,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_122,Index insurance,Intervention,L4,INT_120 Climate insurance,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_150,Training,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_151,Curriculum,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_152,Coaching,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_153,Fellowship,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_154,Institutional twinning,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_155,South-South knowledge exchange,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_156,Triangular cooperation,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_160,Community of practice,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_161,Knowledge integration,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_167,Scaling readiness assessment,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_168,Innovation bundling,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_169,Business model development,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_173,Public-private partnership development,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_182,Evidence synthesis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_183,Foresight analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_184,Economic analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_185,Political economy analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_186,True-cost accounting,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_187,Whole-farm system analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_188,Spatial prioritization,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_193,Food safety management,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_197,On-farm conservation,Intervention,L2,INT_009 Genetic resource conservation,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_198,Varietal adoption monitoring,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_199,Access and Benefit Sharing policy,Intervention,L2,INT_021 Genetic resource policy,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_200,Digital sequence information,Intervention,L2,INT_021 Genetic resource policy,Level,L3,L2,recomputed from the parent chain (R29)
LEVEL CHANGED,INT_202,Biosafety regulation,Intervention,L2,INT_021 Genetic resource policy,Level,L3,L2,recomputed from the parent chain (R29)
LEVEL CHANGED,INT_222,Mentoring,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_223,Scholarship,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_224,Secondment,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_225,Scenario analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_226,Financial analysis,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_237,Participatory rural appraisal,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_238,Technology transfer,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_239,Adaptation assessment,Intervention,L2,INT_101 Risk assessment,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_248,Renewable energy,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_250,Electrification,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_251,Bioenergy,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_265,Biogas,Intervention,L2,INT_251 Bioenergy,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,INT_268,Seed exchange,Intervention,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OTC_031,Knowledge,Outcome,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OTC_033,Agency,Outcome,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OTC_104,Skills,Outcome,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_010,Mobile application,Output,L2,OUT_008 Software tool,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_013,Digital twin,Output,L2,OUT_012 Model,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_018,Bundled climate service,Intervention,L2,INT_091 Climate service,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_024,Climate risk assessment report,Output,L2,OUT_026 Report,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_025,Country profile,Output,L3,OUT_024 Climate risk assessment report,Level,L1,L3,recomputed from the parent chain (R29)
LEVEL CHANGED,OUT_043,National adaptation plan,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_044,Nationally Determined Contribution component,Output,L2,OUT_104 Nationally Determined Contribution,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_056,Breed,Output,L2,OUT_002 Variety,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_062,Community seed bank,Output,L2,OUT_123 Seed bank,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_066,Climate advisory tool,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_067,Climate information system,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_070,Climate observation network,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_080,Biofertilizer,Intervention,L3,INT_282 Fertilizer,Level,L1,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_081,Biocontrol agent,Intervention,L2,INT_283 Agricultural input,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_089,Climate forecast,Output,L2,OUT_096 Forecast,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_092,Sectoral adaptation plan,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_093,Local adaptation plan,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_096,Forecast,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_097,Weather forecast,Output,L2,OUT_096 Forecast,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_098,Seasonal forecast,Output,L2,OUT_096 Forecast,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_100,Agro-climate advisory tool,Output,L2,OUT_066 Climate advisory tool,Level,L3,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_103,National Adaptation Programme of Action,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_104,Nationally Determined Contribution,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,OUT_105,Long-term low-emission development strategy,Output,L1,(top level),Level,L2,L1,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_002,Smallholder farmer,Stakeholder,L3,STK_066 Farmer,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_003,Commercial farmer,Stakeholder,L3,STK_066 Farmer,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_004,Subsistence farmer,Stakeholder,L3,STK_066 Farmer,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_008,Forest-dependent population,Stakeholder,L2,STK_009 Social group,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_016,Climate-vulnerable community,Stakeholder,L3,STK_068 Community,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_031,Seed company,Stakeholder,L3,STK_030 Input supplier,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,STK_033,Insurance provider,Stakeholder,L3,STK_032 Financial service provider,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_001,Crop system,System,L2,SYS_115 Production system,Level,L1,L2,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_002,Cereal,System,L3,SYS_001 Crop system,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_003,Maize,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_004,Wheat,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_005,Rice,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_006,Sorghum,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_007,Millet,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_008,Barley,System,L4,SYS_002 Cereal,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_009,Pulse,System,L4,SYS_078 Legume,Level,L3,L4,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
LEVEL CHANGED,SYS_010,Root crop,System,L3,SYS_001 Crop system,Level,L2,L3,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
